feature,gini_importance,permutation_importance
气郁质,0.14477269954896754,-0.0009999999999999454
阳虚质,0.12888080393807408,0.0006666666666667153
湿热质,0.12706244342552533,0.004666666666666719
平和质,0.1265074532787885,-0.0009999999999999564
血瘀质,0.12642921328767162,4.4408920985006264e-17
气虚质,0.12175766799431914,-0.0019999999999999575
阴虚质,0.12098837011444707,-0.0009999999999999675
特禀质,0.10360134841220668,0.0003333333333333854
