feature,gini_importance,permutation_importance
血尿酸,0.3799864398771966,0.09166666666666669
LDL-C（低密度脂蛋白）,0.15894617956874932,0.016333333333333356
HDL-C（高密度脂蛋白）,0.12928713583667042,0.018666666666666675
空腹血糖,0.08069582701953176,-0.012999999999999966
BMI,0.07499117094501447,-0.0019999999999999575
活动量表总分（ADL总分+IADL总分）,0.06075425083535123,-0.005333333333333312
IADL总分,0.05813753101286547,-0.005999999999999983
ADL总分,0.05720146490462068,0.0016666666666667052
