feature,gini_importance,permutation_importance
TG（甘油三酯）,0.4077083590810385,0.1996666666666667
TC（总胆固醇）,0.3370544284974907,0.1926666666666667
血尿酸,0.15023431558664593,0.052000000000000046
LDL-C（低密度脂蛋白）,0.046575810451260524,0.002000000000000035
HDL-C（高密度脂蛋白）,0.03802541854524906,0.0016666666666667052
空腹血糖,0.005964787773178408,0.0
IADL总分,0.0038494621050041873,0.0
BMI,0.0037676072700527966,0.0
活动量表总分（ADL总分+IADL总分）,0.0035638426116996694,0.0
ADL总分,0.003255968078380297,0.0
